2 5
deny 84624482 93535111
deny 48204400 95937357
permit 82444226 33397155
permit 82200208 15511715
deny 08422800 19375199
permit 62862868 57953379
deny 88002248 33959753
permit 62882246 91375797
permit 44846620 51133739
permit 02606404 93911393
permit 82286402 79931339
deny 02826606 97775791
permit 24824468 31537757
deny 88882606 95337119
permit 24486060 31179131
deny 60286002 13751755
permit 08440886 99175159
deny 08642422 51953995
deny 46622484 71951319
deny 60822226 37791951
permit 44642424 77915977
permit 80082668 79519531
permit 86024200 59713979
deny 04488226 37399957
permit 00460640 37931357
permit 04480064 13937755
permit 82402208 19933113
deny 40046062 37115755
permit 62046482 31919357
permit 62448828 91951999
permit 26446284 99515997
deny 68444428 59153111
permit 20206684 53573353
permit 68482462 97355555
permit 82200464 55915331
deny 84208646 93917355
permit 88662246 91971599
permit 26660846 73937337
permit 44604024 57559599
deny 42820242 31979155
permit 88048082 33355351
permit 46628004 31553755
deny 80888200 93959335
deny 68800402 13915979
permit 02886080 31917993
permit 26604686 95715135
permit 82626066 71957117
deny 66862660 13371195
permit 82820624 37799591
permit 68068204 55559175
deny 46808802 97775135
deny 42286608 93113739
permit 84404624 73551711
permit 40248486 51717737
permit 20888426 19395795
deny 62046482 55713591
permit 86400260 55517379
deny 40208220 17537131
permit 88242020 57557597
deny 62060262 57951791
deny 88268806 97511373
permit 86404026 91935951
permit 68880448 73715939
deny 22868860 99351599
permit 28084480 31551713
deny 00406608 55137993
permit 08888802 93719357
deny 66226686 31591199
permit 88424626 35399771
permit 26844802 19913737
permit 28086802 11959339
deny 26280040 31575737
permit 84484808 71559999
permit 64846622 71591395
deny 04808086 77533751
deny 48440408 11791953
permit 40462684 75151117
permit 86848008 79137395
deny 68862488 35573735
deny 26624440 77111593
permit 48844606 39957991
permit 22468626 75731193
permit 26462406 55351135
deny 28262844 19777713
permit 64820488 71919735
deny 84248086 55137553
deny 06068248 11799553
deny 42648228 37577597
deny 06048662 53599313
permit 84462822 31571919
permit 06048084 33553771
deny 24262260 77519733
permit 62020406 73519193
permit 02040468 31993513
permit 62064846 57351739
deny 26840402 53157593
deny 28466006 35113737
permit 22082206 37995319
deny 20668862 39739519
deny 46604066 13335531
deny 66282800 33775133
deny 88448026 33595797
deny 86400622 77397351
deny 08286000 59119553
permit 28602424 37335571
deny 48840006 71197993
permit 66206602 99559195
deny 08086082 99519399
permit 68688064 13975993
permit 86628606 77935159
permit 80286008 71377537
deny 88040406 39759793
permit 28028602 95153759
permit 22806202 35351397
deny 68804040 95131193
deny 20268622 37353775
permit 00684488 15131393
deny 02284266 99591515
permit 86082808 39739357
deny 20008806 55955555
permit 42660286 75575377
permit 64626288 37995751
deny 62026260 19339335
deny 64846228 97317599
permit 40288260 11737991
permit 08648884 93159973
permit 40608424 17379773
deny 62068608 35337911
permit 62684460 75539737
permit 04662248 55797553
permit 80820062 75917935
deny 68468862 33519577
permit 42866288 33353517
permit 46646042 73913133
permit 48666842 17173317
deny 28482686 35195397
permit 26648444 79931591
permit 42608006 73313915
permit 40642468 91339391
deny 26460082 17715553
permit 66800444 31951737
deny 80608026 57353551
permit 44448208 91173751
deny 04640640 57511175
permit 68604600 13395979
permit 88066662 93357371
permit 62222802 11359557
deny 46042666 71719733
deny 64260406 55311591
permit 46260282 55511135
permit 60420286 11511339
deny 02240848 95755513
permit 20860088 53979137
permit 80420802 97355775
deny 48246608 97951591
deny 40462026 39931955
deny 82202802 19373737
permit 02880646 73315977
deny 40086022 15331531
deny 06862644 79133139
permit 82448868 97997131
permit 46824424 37951775
permit 04048442 71533375
deny 48008684 59935751
permit 68280842 75711193
permit 48282684 13759753
permit 22826268 53971559
deny 66628840 75797351
deny 00288640 79379319
permit 26846820 91519935
permit 08028408 99775771
deny 26040868 15193377
permit 88460460 97777117
permit 80620066 95591719
deny 46226048 75797717
deny 64864886 73575333
permit 60862220 75599553
permit 24640244 79793155
permit 42884824 97553971
deny 60606040 73555775
deny 64642288 13311993
permit 44046602 99739379
deny 28008440 99559713
deny 02408288 51739951
permit 88482626 33939197
permit 44464080 11993177
permit 24840246 71315933
deny 66488444 93119979
permit 62666682 99735179
permit 24024004 71977997
permit 84020688 37951751
deny 60026082 71791913
permit 08084686 19399399
permit 66204644 51595193
deny 04642648 37957953
deny 02606022 91771751
permit 06244660 17751995
deny 42442628 51311573
deny 24482626 19971535
deny 22648248 95175399
permit 60666822 71359993
permit 24048646 37397513
permit 02200262 15955377
deny 42662288 91557357
permit 66826466 17935395
deny 88606664 75759113
permit 08280882 17753993
deny 24606644 71915335
permit 02880688 99351135
deny 06846844 15335335
permit 66420206 75195535
deny 00000664 95779799
deny 86226884 99117951
deny 00242082 39775351
permit 82446420 11579951
deny 84086464 11395531
permit 46826064 37977937
permit 02620262 19133975
permit 82686846 79977577
deny 28062406 93599359
deny 42022842 51379157
deny 64400280 53593317
deny 68682060 13791931
deny 88400024 91713793
permit 24082426 57593795
permit 82064488 59957751
permit 28264020 33959113
deny 82604028 51935571
permit 48060646 79977173
permit 00820688 53997191
permit 84684048 57575515
deny 22820446 93717173
permit 28060200 51117995
permit 68486644 95319177
permit 08066644 77511193
deny 82620600 15715119
deny 88022822 33333179
permit 42482260 31535977
permit 80680428 97171599
deny 00060864 57573553
permit 04066406 77799353
permit 28684480 31919573
permit 82820068 79317359
deny 88242600 35199595
permit 22060866 19191753
permit 60264800 77357915
permit 24222488 59753759
deny 88420840 55119753
permit 60628424 39993179
permit 48422820 15931951
deny 26082664 57915379
deny 08684022 19739199
permit 44082664 75753137
permit 40824002 57317377
permit 86066228 13917517
deny 86220820 17319937
permit 22804680 51197993
deny 62060868 39175755
deny 64846884 51959579
deny 84086488 39793559
deny 44046244 11577759
permit 62808408 95999519
permit 22062808 19337373
deny 68268202 99331995
deny 24884824 53375397
deny 28286082 39919139
deny 64288084 95337579
deny 42022062 97991353
permit 08406006 79333753
deny 88820880 31777957
deny 66628488 37391993
deny 08222480 19791391
permit 64484888 95599777
permit 42600000 95919719
permit 24062484 51111155
deny 62282882 31353579
deny 88286200 91739751
permit 40482222 11771553
permit 22866284 91317753
deny 62440626 73395737
permit 68620220 11197353
deny 20406604 75359115
permit 26864462 13913979
deny 80802622 17597751
permit 40080040 91915999
permit 62420446 19395975
deny 02082262 35359375
deny 46628868 17937375
permit 84022420 15951117
permit 66848662 91355517
permit 62620200 73197597
deny 84262646 95977799
permit 84880860 51753119
permit 64226804 55917551
permit 24040064 99177915
deny 22064428 97713337
permit 48624642 57135735
deny 20422000 11773113
permit 46604624 99735537
deny 60064826 57959399
deny 40446680 95751797
permit 66622246 79913997
permit 80428404 75315335
deny 44060602 71539799
permit 84440266 75399333
permit 68060022 13979737
permit 68086248 55391375
deny 88240662 77335331
permit 66020644 57793359
permit 64868206 57195155
permit 80486006 39375793
deny 48862864 55791753
deny 22266640 51739791
deny 28468468 55991951
deny 62282066 75559557
deny 62824886 33317757
permit 04806488 99551397
permit 48464086 59533179
permit 82602488 97133755
deny 42088402 79975395
deny 60088864 57175975
permit 42882680 75779995
deny 24428082 97575393
deny 66446808 51519939
permit 22606282 57937979
permit 80860468 17151917
deny 40066444 57739155
deny 68628602 57797515
deny 02606422 95331113
permit 04806628 97799971
permit 08268866 99315191
deny 42628846 31773119
permit 20226642 79333579
permit 68880280 99171735
deny 68408086 57975933
deny 46684620 99931577
deny 62044044 17575397
deny 46066244 39159719
deny 24240088 97959557
deny 42846662 57577359
permit 22602048 39357995
permit 60682828 19715719
permit 26260866 91153197
deny 86602288 91511771
permit 26228880 57151375
permit 82826060 11533397
deny 44262840 17119937
deny 46848860 11171317
permit 08648886 93931155
permit 20822888 55759557
deny 62040486 19159377
deny 68600028 35577539
permit 42462086 35337391
deny 68446424 31799373
deny 02800086 75791539
deny 84828408 17733771
permit 26020020 59379795
permit 48842286 71799799
deny 68262686 59555179
deny 66022442 13755399
permit 26008460 77157155
deny 24222280 77793799
permit 00486442 11553753
deny 28206404 71933177
permit 44064060 79513993
permit 26280206 77713915
deny 20880268 11599559
deny 00224228 31139599
permit 06666646 93353739
permit 80240602 97111977
permit 64806480 55759975
deny 28408064 75353951
permit 26002208 99393559
deny 40448026 53399175
deny 84048662 19333171
deny 44022848 51519191
permit 60002000 95111117
permit 20624666 77199997
permit 24224420 17991771
deny 06482068 75393797
permit 64222820 99799797
permit 62868620 13337757
deny 44280624 17537755
deny 88848622 39139519
deny 04422084 39317339
deny 64468084 37319575
permit 02488042 37317733
deny 28604440 53515753
permit 80422404 19939197
permit 06042444 79551539
deny 46242606 53753513
deny 80408600 57739793
permit 28442648 17175771
permit 20684642 55971917
deny 04666086 99199395
deny 68460606 13937937
permit 04448882 11953937
permit 60604680 71951193
permit 60880248 71371917
deny 20642626 11575315
permit 08686286 17911955
permit 68244444 97171195
permit 40640006 55711797
deny 44888882 71937713
permit 86686820 19997999
permit 42088886 59517151
permit 82266606 11553997
deny 66484864 53795755
permit 20448624 59535357
permit 44460042 51331791
permit 00824208 15931115
deny 48006868 95933735
permit 26866044 79997193
permit 20220484 31933957
deny 84020242 75913799
deny 86066840 95191753
permit 26042042 31995995
permit 06220066 55713155
deny 40826802 13993931
deny 84402620 57171193
deny 44046488 51753777
deny 22486444 11537379
permit 42262264 77571753
deny 04028842 51335759
permit 04026842 19757371
permit 26066486 57771573
permit 66448606 19515997
deny 68866662 53197137
permit 28484820 55555375
deny 24646600 51151193
permit 68824048 15579993
deny 26266802 17517137
permit 64002406 93915955
permit 42082428 31953353
permit 84604206 19911579
deny 04084266 71593139
permit 42448804 79911117
permit 02822888 53111117
deny 04804406 31593557
deny 68248802 71131319
permit 06040822 31177717
permit 64460222 57177179
permit 06482688 53133915
deny 46846826 91157137
permit 02400088 93137999
permit 66402880 77915955
deny 06644808 37755351
deny 86406084 37151771
deny 80062288 91159715
deny 46268426 13151933
permit 64022484 37397553
deny 24026624 55159133
permit 88468086 19177319
permit 46248262 71539793
permit 46848844 99777391
deny 88002020 39353939
permit 88244428 93579173
permit 04260486 13519799
permit 68460666 33115915
deny 46420480 73753579
permit 80446202 77577395
deny 68488226 95317773
permit 80024002 57375319
deny 82600284 95913355
permit 06026280 99513953
permit 24404044 73535315
permit 64264862 13159795
deny 06868860 75577713
permit 02880288 13959779
deny 22884664 79311755
deny 66242484 95793513
deny 24222860 11735559
permit 86204848 15373577
deny 28068088 55195351
deny 46004046 71177913
deny 84404246 97915953
deny 40246806 13731177
permit 66440842 59137977
permit 04046642 15793593
deny 22268224 75951311
deny 40488666 75959991
permit 20048020 19759357
permit 64862646 37311957
deny 22068004 93971951
permit 86024444 57175113
permit 04842422 39333957
deny 04226848 55337377
deny 06602600 93379777
permit 68604088 53999795
permit 88082266 99991179
permit 22648048 57911137
deny 08482460 57533579
permit 44848466 57157777
permit 84822424 59199375
deny 62688226 37339711
deny 86228448 79371993
permit 84004662 77139119
permit 04066064 13931113
permit 06282422 97319973
deny 42604006 31357955
permit 44646240 31175917
permit 22686804 31373739
deny 26264408 95733771
deny 80464802 15551731
permit 48840062 77999739
deny 28284400 15595913
permit 46680028 55517177
deny 08046208 75731935
permit 80008646 75173173
permit 64240424 55575317
permit 64248400 35973977
deny 28860002 39399953
permit 84624482 93535111
permit 48204400 95937357
deny 82444226 33397155
deny 82200208 15511715
permit 08422800 19375199
deny 62862868 57953379
permit 88002248 33959753
deny 62882246 91375797
44846620 51133739 fadynmjqfyjeribktqvahqnkhopsdazmtydybszcvwfgdizixo
02606404 93911393 exidkzedqj
82286402 79931339 tadybixepc
02826606 97775791 ovefclsvkt
24824468 31537757 twtqvaxunydazsdqdaxohujerobwbibabsxujovmbahcduhcfs
88882606 95337119 sbqfqlwpkb
24486060 31179131 tsfgbgrazm
60286002 13751755 whkfilyjwj
08440886 99175159 vehqpelopk
08642422 51953995 crinqlgtcf
46622484 71951319 bojgdkfkby
60822226 37791951 epohgtufmr
44642424 77915977 vwhktubwfk
80082668 79519531 ungdsfinyv
86024200 59713979 titsvizili
04488226 37399957 cnypyzczsf
00460640 37931357 xsnwdarmtc
04480064 13937755 kfonqpspwb
82402208 19933113 vuludinspq
40046062 37115755 stepyfmbcz
62046482 31919357 datufazsrkzghahsvgnwbytopwrupovibmbevmjmdalsrgputi
62448828 91951999 glcngbqngv
26446284 99515997 xinozwvwfe
68444428 59153111 gnkzmrorgh
20206684 53573353 pircxqzqrkhwfexehyfinilsxsjorkvevozilcdsvmrsxkzevw
68482462 97355555 wtwdwzozud
82200464 55915331 hazopqtszi
84208646 93917355 uvanmfyrur
88662246 91971599 jopcbkxsno
26660846 73937337 otqfghghcn
44604024 57559599 dmbypqpmjm
42820242 31979155 inqxgfehmt
88048082 33355351 dansjurshk
46628004 31553755 inmtgdgfyf
80888200 93959335 jonwbobsdc
68800402 13915979 kvinqpwrkp
02886080 31917993 dcfufmrilw
26604686 95715135 cxudunwjch
82626066 71957117 pojencjsxw
66862660 13371195 algnaledsl
82820624 37799591 hghcnqhwhm
68068204 55559175 mpgjcnitgr
46808802 97775135 tqdmpexozg
42286608 93113739 evgzalkjiv
84404624 73551711 zsjixgbele
40248486 51717737 wzgnotmdat
20888426 19395795 lqtinopuba
62046482 55713591 shkxuzgvyn
86400260 55517379 jibclstons
40208220 17537131 ybwtgrgncb
88242020 57557597 tslijiputg
62060262 57951791 qhadsjyvuz
88268806 97511373 zklixylura
86404026 91935951 wdudwjalcj
68880448 73715939 ryxglyzgxi
22868860 99351599 spmfsnopqr
28084480 31551713 bsnuzazeti
00406608 55137993 axcjqxstgb
08888802 93719357 bsxcpedqpa
66226686 31591199 shkjqvgfwh
88424626 35399771 nofwfgbqxk
26844802 19913737 ofkdcnelwh
28086802 11959339 nqnqbybadq
26280040 31575737 uzmzahodov
84484808 71559999 rsrcfqzavq
64846622 71591395 ulgrchylud
04808086 77533751 pgzorofgdipsfkvwzsdavmlunilyfghmpcnilsbitovwfwzqfi
48440408 11791953 atcvuhgrqb
40462684 75151117 fqpqlmjihc
86848008 79137395 etifojaxcf
68862488 35573735 piveporsvy
26624440 77111593 gxqjwpkbwj
48844606 39957991 lchgxmlczy
22468626 75731193 gbwpstkrml
26462406 55351135 vwhylmfida
28262844 19777713 svcjozspyh
64820488 71919735 zctixofcpu
84248086 55137553 wxcrixgtgf
06068248 11799553 psvwnylwpo
42648228 37577597 gzypcfifgj
06048662 53599313 pijgjsrehqpelovytoxovefczgbulgpafibexafcfsfchsnwbs
84462822 31571919 ujqhcrefyl
06048084 33553771 tgfmnixsrq
24262260 77519733 ifmvyfqtob
62020406 73519193 tsrkbupkpidspatmvkxazqrshqfkrcfeduvmzqnohqbwdujwhc
02040468 31993513 qrqbyfwref
62064846 57351739 vwrkdqzapa
26840402 53157593 arebkdcxwj
28466006 35113737 tybmfqruly
22082206 37995319 qlgrgbytyt
20668862 39739519 xefcfmpetg
46604066 13335531 yzixgdgdwp
66282800 33775133 xkjoxchate
88448026 33595797 ezabozmnub
86400622 77397351 duzetkjsvi
08286000 59119553 azytyvibyh
28602424 37335571 lwpmfuvuvy
48840006 71197993 qlgbgbenol
66206602 99559195 jmpqjmlwpu
08086082 99519399 czshavmbiv
68688064 13975993 fknmrmpepo
86628606 77935159 ktafmbaver
80286008 71377537 tijilclabofsjadudoryvahwbuxudwlcvypijsjavqrstobuvk
88040406 39759793 ulivgxodmp
28028602 95153759 zmjkjqjota
22806202 35351397 evynwtylyj
68804040 95131193 vorkdabyzmhizgdersbifkzgnszmhuzevqpajgdebubqngjcte
20268622 37353775 efapqlqdiz
00684488 15131393 dadudorqre
02284266 99591515 kjijytqtav
86082808 39739357 nebmrkdejs
20008806 55955555 uhwdgnyhml
42660286 75575377 dszcxknehi
64626288 37995751 ibepqritkr
62026260 19339335 tafaporoju
64846228 97317599 ejargzutmz
40288260 11737991 hmhwxwvwty
08648884 93159973 ctkxgnifsv
40608424 17379773 voxavqtufqngvspojcnijajwzirszihmzypcnqjydgrsdqbaxo
62068608 35337911 snsnknmdcn
62684460 75539737 hmtwxulujipatetchivglybadupyvwhinonozuvuxezwrgjsxo
04662248 55797553 qzmnuxqtiz
80820062 75917935 tqhmxqbaro
68468862 33519577 ixevsfuxkr
42866288 33353517 zsnuxaturq
46646042 73913133 ipuxilmvwx
48666842 17173317 huhopsdcpk
28482686 35195397 ifwxarahqf
26648444 79931591 zuzcrmdkxo
42608006 73313915 eneryzyzax
40642468 91339391 vqjgbyhefs
26460082 17715553 krchqdypab
66800444 31951737 zufuhqhqzqjwdcrgbshyzkbwzqhcdkbobgbmnufcrurgtstwhe
80608026 57353551 arcpijmtql
44448208 91173751 vqpktkzqvohijkjutipkdqnqxcjgrexodmdivudelwfcdytypo
04640640 57511175 svozwdavmb
68604600 13395979 pkxsrklsna
88066662 93357371 cxafmfmjyp
62222802 11359557 jmfipoxurkdinozexoxufwvivmrgtkfmtaxkdmnwfgtsrqdkbg
46042666 71719733 kvkvodorcp
64260406 55311591 pmxwjyvgbw
46260282 55511135 efqlyhctch
60420286 11511339 ngnizehibo
02240848 95755513 qpojudstcp
20860088 53979137 xujcnirebu
80420802 97355775 kvmbsfcvgf
48246608 97951591 lsnivaxabm
40462026 39931955 szefshkjiz
82202802 19373737 pcdqtiridu
02880646 73315977 wvszcdkjqv
40086022 15331531 lotuzydozi
06862644 79133139 qlkvkzyxez
82448868 97997131 zudazajqtk
46824424 37951775 ipmzqtepmb
04048442 71533375 lgxwhufgde
48008684 59935751 edmdgvulsf
68280842 75711193 huhqhufyzq
48282684 13759753 qzopanedgh
22826268 53971559 buhghmlahc
66628840 75797351 avulkvadwn
00288640 79379319 vefkrmvety
26846820 91519935 kjsdypgbkz
08028408 99775771 fyjynozkla
26040868 15193377 itwjsxkrcd
88460460 97777117 jmpmlijoru
80620066 95591719 azavaxsnml
46226048 75797717 densxcrchu
64864886 73575333 ovgfshylyz
60862220 75599553 rcpanihklg
24640244 79793155 efqzuxenad
42884824 97553971 popshijmze
60606040 73555775 abapgdcvmf
64642288 13311993 nqlqfgryjs
44046602 99739379 kxehypshyz
28008440 99559713 tqxmdmfepc
02408288 51739951 ihybwzkfyx
88482626 33939197 fwlmhitslk
44464080 11993177 chijwvifmp
24840246 71315933 lyjmzwdunkzejevchipqvcrgrenqvmbsnwvapgrixshgtsreji
66488444 93119979 czufcxorql
62666682 99735179 jodunkbyjy
24024004 71977997 yvuxcfsroj
84020688 37951751 zubsnajojm
60026082 71791913 gryjcbuxef
08084686 19399399 bolydgjmnifejgxmdgnqxkjirgledsbgtqfkbmpsnkdkpejyfi
66204644 51595193 wnujclwnsz
04642648 37957953 felclaxinu
02606022 91771751 svsdazijer
06244660 17751995 vmlifoxwlghwfstqlaxixsnknsrozwzutupwdspelwretubwtu
42442628 51311573 upqxmjehmd
24482626 19971535 rofafwzmzy
22648248 95175399 clylorovir
60666822 71359993 vmxmjujwhs
24048646 37397513 elaxefopwj
02200262 15955377 tyzwdevize
42662288 91557357 wzclwjqrot
66826466 17935395 rqzsponytk
88606664 75759113 cxinmdwpab
08280882 17753993 rwlirkbsba
24606644 71915335 anktubwduf
02880688 99351135 jedyxgpidm
06846844 15335335 ojwlatupyf
66420206 75195535 ncvcxszqto
00000664 95779799 mnktuxqxsl
86226884 99117951 hurctijenq
00242082 39775351 onedyxsjgv
82446420 11579951 tydihcxkrklkdkpgnqngfqdodqpalwzcdmtohafurobepolmlw
84086464 11395531 ibcpgpgbqz
46826064 37977937 tclghulsnuvqpcnczmbwpcvqlcnsbczgfupungxkfebwlajspo
02620262 19133975 whyratslmt
82686846 79977577 hczwzinmzc
28062406 93599359 kfwfehwdsp
42022842 51379157 botufibidw
64400280 53593317 gfojodinev
68682060 13791931 vupclcdqzi
88400024 91713793 wvqdanslgz
24082426 57593795 vatmnsjoho
82064488 59957751 cfmpytsvyx
28264020 33959113 relmdizchc
82604028 51935571 apqxufmfwx
48060646 79977173 bcpupaxanc
00820688 53997191 alcvqdalsf
